ida	idb	label	index	lena	lenb	chunk	model	ptm	iptm	pdockq	ppv	za	zb	da	db	M0	M0x	cclass
CRC-44BFF0D43FFB420D	CRC-FF307EA7A191945F	1	94	509	275	4	2	0.55	0.1299999952316284	0.0182588935619795	0.55890174	11.574804879359037	5.44623046875	0.15520628683693516	0.8036363636363636	0.0008544038	0.0039689397	1
CRC-460BF33B4A96516F	CRC-AB9BC8BFE2850E92	1	97	268	180	4	5	0.59	0.699999988079071	0.3112370916689312	0.81190228	12.610920009328359	6.427091471354166	0.055970149253731345	0.6666666666666666	0.00085800246	0.0039272136	3
CRC-47C45EA0BB722E09	CRC-B5D235E01F1FE467	1	98	123	507	4	3	0.41	0.1400000005960464	0.0219899933970301	0.55890174	7.950286617123984	9.012719389484714	0.3983739837398374	0.28007889546351084	0.0009332938	0.0040151565	1
CRC-48933FA7FF57112C	CRC-E4FA4A1657F2B03F	1	99	268	271	4	5	0.45	0.449999988079071	0.3611263342041568	0.84294946	-0.19929310812878964	9.644397580755593	1.0	0.31365313653136534	0.0010407756	0.0039988193	2
CRC-4954E7F712A87BBE	CRC-7183BF01D2D7D069	1	100	159	146	4	2	0.17	0.0700000002980232	0.0190969798810592	0.55890174	4.9393723205950275	3.6898377300941783	0.8867924528301887	1.0	0.0013580691	0.11281838	3
CRC-4954E7F712A87BBE	CRC-817752F20E262FD3	1	101	159	127	4	3	0.47	0.3000000119209289	0.0987176497678559	0.66728511	4.9393723205950275	13.409095103346457	0.8867924528301887	0.047244094488188976	0.0008507415	0.0039773784	2
CRC-4954E7F712A87BBE	CRC-B1163143D1292259	1	102	159	118	4	2	0.1	0.0700000002980232	0.0182588935619795	0.55890174	4.9393723205950275	1.0040309065479343	0.8867924528301887	1.0	0.0008529258	0.0044446685	3
CRC-4954E7F712A87BBE	CRC-B8995E56618DECCB	1	103	159	568	4	1	0.72	0.1400000005960464	0.0293528554217566	0.55890174	4.9393723205950275	11.580169032996809	0.8867924528301887	0.12147887323943662	0.0008497308	0.0039800084	3
CRC-4954E7F712A87BBE	CRC-C3CF7EDEF95D2241	1	104	159	127	4	1	0.09	0.0599999986588954	0.0183439074306661	0.55890174	4.9393723205950275	5.357458159679503	0.8867924528301887	0.952755905511811	0.00085113157	0.036338676	3
CRC-4954E7F712A87BBE	CRC-D0AE8929DEB2AC06	1	105	159	105	4	2	0.39	0.1099999994039535	0.0259191460053755	0.55890174	4.9393723205950275	12.244791085379465	0.8867924528301887	0.13333333333333333	0.00085018965	0.0040306873	2
CRC-4996429EC4752B86	CRC-DA52C4ACC35C7A36	1	106	314	348	4	1	0.48	0.1000000014901161	0.0	0.0	2.6198077353702227	11.168198859554598	0.9522292993630573	0.16666666666666666	0.00085285184	0.0039447322	1
CRC-49D0B1870F390B39	CRC-541FBB6326C9C0BB	1	107	240	156	4	4	0.4	0.1700000017881393	0.027418314328508	0.55890174	10.352506510416667	11.430453569461138	0.2875	0.10256410256410256	0.0010842796	0.004069877	1
CRC-4BC7475472AC3C84	CRC-723D63962FB29BD9	1	112	622	395	4	4	0.57	0.1800000071525573	0.0	0.0	11.71154667403537	8.23246220455894	0.1270096463022508	0.47848101265822784	0.0009099373	0.0039394894	1
CRC-4BC7475472AC3C84	CRC-C559BBBACCE32DCB	1	113	622	400	4	5	0.58	0.2599999904632568	0.0507267439515524	0.63555449	11.71154667403537	9.917392120361328	0.1270096463022508	0.2875	0.0008545602	0.0039344206	1
CRC-4CD09B8A06EC6EA5	CRC-5120B6E4CC12FD48	1	114	506	110	4	3	0.63	0.2399999946355819	0.0383055016746555	0.63555449	9.98359553521801	11.110245028409091	0.21541501976284586	0.10909090909090909	0.000942519	0.004018474	2
CRC-4CD09B8A06EC6EA5	CRC-95DCD6FAEED621E6	1	116	506	336	4	1	0.61	0.4099999964237213	0.0543619482763909	0.63555449	9.98359553521801	9.563601539248513	0.21541501976284586	0.24404761904761904	0.0008658729	0.004085589	3
CRC-4CD09B8A06EC6EA5	CRC-B6CEAC98EFB0D6C8	1	117	506	227	4	2	0.55	0.1400000005960464	0.0274878973827377	0.55890174	9.98359553521801	11.738145735820485	0.21541501976284586	0.1145374449339207	0.0008683379	0.0039418964	3
CRC-4CD09B8A06EC6EA5	CRC-D5C556E17B55E252	1	118	506	313	4	2	0.53	0.2199999988079071	0.0198755122151787	0.55890174	9.98359553521801	11.610629243210862	0.21541501976284586	0.134185303514377	0.0014413738	0.003993173	2
CRC-4E542FEDD5D06912	CRC-AC24810FC35B6F09	1	119	446	63	4	1	0.26	0.270000010728836	0.0239136527508955	0.55890174	3.5743399992117433	2.391145736452133	0.8587443946188341	1.0	0.00085223606	0.004021185	2
CRC-4E9ABF640795F0A9	CRC-6AC8AA0A589513E3	1	120	155	522	4	5	0.54	0.1800000071525573	0.0320409854659522	0.63555449	9.192637978830644	9.383306627529334	0.36774193548387096	0.3563218390804598	0.0015006249	0.0041682385	1
CRC-4EFC3AF5D5BBABD3	CRC-BACDA0BF3A26FD44	1	121	631	176	4	4	0.67	0.1800000071525573	0.0206746704449027	0.55890174	10.89279097422556	10.89039473100142	0.14580031695721077	0.21022727272727273	0.0008642944	0.003937331	2
CRC-4FA45889C4C9E427	CRC-920584BE4CFA366A	1	123	387	411	4	3	0.44	0.1099999994039535	0.0	0.0	11.754759165051679	10.093961172730383	0.13178294573643412	0.2822384428223844	0.0012455027	0.003960219	1
CRC-50D8D72F26D227E3	CRC-D8632FFAAA162587	1	126	514	347	4	4	0.22	0.1099999994039535	0.0	0.0	9.893491039944067	8.25620148848388	0.1926070038910506	0.3976945244956772	0.0017519445	0.0039304197	2
CRC-511875677737F6C0	CRC-86D7F5C93F70903B	1	127	238	121	4	5	0.65	0.2000000029802322	0.0184887394792465	0.55890174	12.607378791360293	3.66243321442407	0.04201680672268908	0.8760330578512396	0.00085426297	0.0039486983	3
CRC-5120B6E4CC12FD48	CRC-C71A0BF8533B5D51	1	128	110	309	4	3	0.6	0.2300000041723251	0.0449445266063894	0.63555449	11.110245028409091	10.92097369444023	0.10909090909090909	0.19741100323624594	0.003580391	0.0043029557	1
CRC-51DE633A205EBE86	CRC-541FBB6326C9C0BB	1	130	300	156	4	2	0.67	0.2000000029802322	0.0260162575240875	0.55890174	11.902032877604167	11.430453569461138	0.15	0.10256410256410256	0.012089834	0.004068416	1
CRC-51DE633A205EBE86	CRC-689378A8C326206C	1	131	300	152	4	2	0.67	0.209999993443489	0.0293580186019842	0.55890174	11.902032877604167	10.892616673519736	0.15	0.19078947368421054	0.0010112455	0.004038158	1
CRC-51DE633A205EBE86	CRC-783F288DAF52C137	1	132	300	325	4	2	0.52	0.1700000017881393	0.0	0.0	11.902032877604167	10.620721153846153	0.15	0.13846153846153847	0.0009798416	0.003999129	1
CRC-51DE633A205EBE86	CRC-F49A43CE49A28A0C	1	133	300	228	4	2	0.6	0.1899999976158142	0.0240230686845957	0.55890174	11.902032877604167	10.322727136444627	0.15	0.29385964912280704	0.0064192805	0.004117587	2
CRC-521C53F367A3A29E	CRC-740DE872CD9C22E7	1	134	519	279	4	4	0.39	0.1400000005960464	0.0196000809101706	0.55890174	6.191885769941444	11.145560315860216	0.6782273603082851	0.22580645161290322	0.00086377776	0.0039895657	1
CRC-521C53F367A3A29E	CRC-E870312E6F1D607F	1	135	519	221	4	3	0.3	0.1899999976158142	0.0463408011118165	0.63555449	6.191885769941444	2.391189368062429	0.6782273603082851	0.9004524886877828	0.0011041053	0.0039700973	1
CRC-53F9D9F39A517686	CRC-B1163143D1292259	1	138	955	118	4	1	0.52	0.1099999994039535	0.0	0.0	10.128048114876472	1.0040309065479343	0.24083769633507854	1.0	0.0029720948	0.0039619803	2
CRC-541FBB6326C9C0BB	CRC-B701BDC9B269C1BB	1	139	156	314	4	1	0.41	0.1800000071525573	0.043892340222334	0.63555449	11.430453569461138	10.646583897292993	0.10256410256410256	0.18789808917197454	0.0042224173	0.005056919	2
CRC-541FBB6326C9C0BB	CRC-EF3F3B28E5C7A8A8	1	140	156	146	4	3	0.52	0.25	0.0719750709468494	0.66728511	11.430453569461138	10.320031571061644	0.10256410256410256	0.2328767123287671	0.000991733	0.0040816315	1
CRC-55B2AD791E85B1F4	CRC-AC24810FC35B6F09	1	141	307	63	4	3	0.49	0.1700000017881393	0.0255642968990741	0.55890174	8.376948949956738	2.391145736452133	0.4234527687296417	1.0	0.00084982964	0.0039566434	3
CRC-55B2AD791E85B1F4	CRC-FF307EA7A191945F	1	142	307	275	4	4	0.41	0.25	0.0654352438809273	0.63555449	8.376948949956738	5.44623046875	0.4234527687296417	0.8036363636363636	0.0008575668	0.003940077	2
CRC-564F04A8BCC0A197	CRC-6F6A7055D9F33772	1	143	360	216	4	4	0.53	0.1400000005960464	0.0447429597386396	0.63555449	11.21555430094401	7.765239574291088	0.17222222222222222	0.39351851851851855	0.0008739559	0.004168387	2
CRC-564F04A8BCC0A197	CRC-90122F32C34F16AE	1	144	360	224	4	1	0.52	0.1400000005960464	0.0456951412307097	0.63555449	11.21555430094401	11.995989118303571	0.17222222222222222	0.03571428571428571	0.0009071956	0.0041862973	2
CRC-564F04A8BCC0A197	CRC-C71A0BF8533B5D51	1	145	360	309	4	2	0.48	0.1599999964237213	0.025242244209362	0.55890174	11.21555430094401	10.92097369444023	0.17222222222222222	0.19741100323624594	0.0010333024	0.005069066	1
CRC-5657E5602B3655F5	CRC-B89D59E8118684A3	1	146	549	457	4	3	0.38	0.1899999976158142	0.0547559504909393	0.63555449	7.282702670071294	3.6513543661105032	0.5191256830601093	0.8227571115973742	0.00085399766	0.0039321673	1
CRC-569E405EB7C801D0	CRC-817752F20E262FD3	1	147	227	127	4	1	0.38	0.1199999973177909	0.0193719892042116	0.55890174	9.999076137458701	13.409095103346457	0.2907488986784141	0.047244094488188976	0.0013271959	0.0040602493	1
CRC-569E405EB7C801D0	CRC-C14CD8B937A7B6E8	1	148	227	851	4	4	0.32	0.4600000083446502	0.2466225521155093	0.78549007	9.999076137458701	6.295417902192273	0.2907488986784141	0.5804935370152762	0.000999207	0.003926287	2
CRC-56B7699E42395861	CRC-C4E47E9313BB47B5	1	149	719	363	4	3	0.24	0.3300000131130218	0.3367063753042961	0.83367787	3.384111640516342	8.678981644391357	0.8372739916550765	0.3884297520661157	0.0017584588	0.004029623	1
CRC-56BE16322D749904	CRC-B2EBCE54D868E96E	1	150	123	314	4	5	0.58	0.1199999973177909	0.0224657247562987	0.55890174	11.825163554369919	10.58358959027916	0.0975609756097561	0.2070063694267516	0.0015578558	0.0041567334	2
CRC-56BE16322D749904	CRC-DB8514C1E5005216	1	151	123	275	4	4	0.62	0.1099999994039535	0.0	0.0	11.825163554369919	12.418180264559659	0.0975609756097561	0.10909090909090909	0.00089181174	0.003988501	3
CRC-56BE16322D749904	CRC-F9D921B42E6ED11F	1	152	123	198	4	3	0.41	0.1800000071525573	0.0439740629828299	0.63555449	11.825163554369919	4.646595039752999	0.0975609756097561	0.7070707070707071	0.00085249514	0.003967967	3
CRC-5928C63E0C93A76A	CRC-7F26BEDE9218CEF0	1	153	183	198	4	3	0.29	0.2199999988079071	0.0564596584871978	0.63555449	9.44499898608265	8.079958058366872	0.37158469945355194	0.4595959595959596	0.00089790084	0.0039678593	1
CRC-5928C63E0C93A76A	CRC-EE706853CE2D2742	1	154	183	585	4	2	0.21	0.3700000047683716	0.1603371621008964	0.73044282	9.44499898608265	3.530094296708066	0.37158469945355194	0.8940170940170941	0.0009059691	0.0039307517	1
CRC-5A0C9B635A982A62	CRC-AC24810FC35B6F09	1	155	494	63	4	3	0.34	0.3400000035762787	0.050720014598286	0.63555449	4.402494978808198	2.391145736452133	0.7125506072874493	1.0	0.00097451394	0.004326773	2
CRC-5B3E77326345767B	CRC-9C810AECA67011DC	1	156	309	190	4	5	0.45	0.1000000014901161	0.0503943408867547	0.63555449	9.03647769076153	12.912384675678455	0.3365695792880259	0.06842105263157895	0.00087914284	0.003973266	1
CRC-5D66AFA715186E9A	CRC-974D23361A245D04	1	158	168	530	4	3	0.5	0.270000010728836	0.0286929390797257	0.55890174	12.26615978422619	9.875563653909936	0.07142857142857142	0.2358490566037736	0.00089213264	0.0039457288	1
CRC-5FC8EC84A8602CBE	CRC-721A5DA1B456AA79	1	160	405	551	4	3	0.32	0.2599999904632568	0.0435715849158877	0.63555449	10.853565055941358	5.200313173491379	0.20246913580246914	0.6860254083484574	0.0009864203	0.0039737625	1
CRC-61020C5A4F14563F	CRC-95DEF845EECFD4C3	1	162	425	278	4	4	0.4	0.5	0.0759525907183674	0.66728511	4.991782082950368	11.139376194357014	0.7788235294117647	0.11510791366906475	0.0008680079	0.003946764	2
CRC-61020C5A4F14563F	CRC-9DBE1D9A25B83618	1	163	425	366	4	3	0.42	0.4199999868869781	0.0888750232929376	0.66728511	4.991782082950368	10.137300334992956	0.7788235294117647	0.2896174863387978	0.00090626866	0.003928145	2
CRC-61020C5A4F14563F	CRC-B89D59E8118684A3	1	164	425	457	4	1	0.2	0.1099999994039535	0.0218485495304731	0.55890174	4.991782082950368	3.6513543661105032	0.7788235294117647	0.8227571115973742	0.00095224613	0.0039534727	1
CRC-61B562B398DB3FC1	CRC-FF0EAE8EDC7BCBE9	1	167	665	299	4	5	0.47	0.3300000131130218	0.1942366967160833	0.74006263	8.015474247753172	11.092932863777696	0.4195488721804511	0.21739130434782608	0.0009428873	0.0039701425	2
CRC-630D1C1F92A00186	CRC-8F138EAAE512A312	1	168	150	129	4	4	0.47	0.2399999946355819	0.0229265425309667	0.55890174	5.989588623046875	12.963768774224807	0.62	0.07751937984496124	0.0008967377	0.0039619487	1
CRC-65CCD48BAD5C45AD	CRC-EC228BD0C9E643F1	1	169	245	307	4	4	0.4	0.2199999988079071	0.1367702989959813	0.70615739	6.9112479073660715	10.460797536644952	0.5877551020408164	0.250814332247557	0.0009321883	0.0039662826	1
CRC-65EAAB16C65E2B46	CRC-689378A8C326206C	1	170	554	152	4	1	0.29	0.1899999976158142	0.0199564347189291	0.55890174	9.045133349697512	10.892616673519736	0.3844765342960289	0.19078947368421054	0.0008894556	0.0039508073	1
CRC-65F180938A9BEF1E	CRC-9122B7D23A61495E	1	171	169	144	4	3	0.32	0.2800000011920929	0.0364124429655842	0.63555449	7.097382494683802	8.179236518012154	0.4911242603550296	0.4375	0.0009324529	0.0045693833	1
CRC-65F180938A9BEF1E	CRC-9521A382F126B683	1	172	169	305	4	1	0.26	0.2300000041723251	0.0378423066558464	0.63555449	7.097382494683802	5.081985623719262	0.4911242603550296	0.7114754098360656	0.0008842069	0.0041981013	2
CRC-689378A8C326206C	CRC-70F6C604E9E26662	1	173	152	215	4	2	0.43	0.270000010728836	0.0672226077315628	0.63555449	10.892616673519736	11.08641215479651	0.19078947368421054	0.18604651162790697	0.0010162813	0.0052807974	2
CRC-689378A8C326206C	CRC-83AD4A5AB3F6F592	1	174	152	255	4	4	0.59	0.1199999973177909	0.0243020700797072	0.55890174	10.892616673519736	10.615621170343138	0.19078947368421054	0.17647058823529413	0.000994829	0.0040507736	2
CRC-689378A8C326206C	CRC-A87FFDB91E702823	1	175	152	169	4	4	0.4	0.1299999952316284	0.0440416177337125	0.63555449	10.892616673519736	10.56343611316568	0.19078947368421054	0.15384615384615385	0.0008842014	0.0039785667	2
CRC-689378A8C326206C	CRC-D08133CD8B02A3AC	1	176	152	519	4	4	0.26	0.2000000029802322	0.0198659847570084	0.55890174	10.892616673519736	3.4077906378891196	0.19078947368421054	0.815028901734104	0.00086574256	0.0039575514	1
CRC-689378A8C326206C	CRC-F3448EDCBCD148CB	1	177	152	183	4	4	0.4	0.3499999940395355	0.1030879870081923	0.68635536	10.892616673519736	5.754581972549522	0.19078947368421054	0.6994535519125683	0.0008670684	0.003971083	2
CRC-6927EC0BD86D375C	CRC-D8632FFAAA162587	1	180	627	347	4	3	0.4	0.1899999976158142	0.0455452199289122	0.63555449	9.252876829302481	8.25620148848388	0.3588516746411483	0.3976945244956772	0.0010932179	0.0039453544	1
CRC-6927EC0BD86D375C	CRC-DC3E535979396B67	1	181	627	293	4	3	0.44	0.4000000059604645	0.4819707304095868	0.8919553	9.252876829302481	2.937585407556527	0.3588516746411483	0.8600682593856656	0.00088841934	0.0039417264	2
CRC-6AC8AA0A589513E3	CRC-A70856BBA54FAEB8	1	183	522	340	4	3	0.45	0.1599999964237213	0.0265945833084312	0.55890174	9.383306627529334	11.805672679227941	0.3563218390804598	0.15294117647058825	0.00096243224	0.0039381483	1
CRC-6BA2CF3F40F78B4D	CRC-B89D59E8118684A3	1	184	128	457	4	5	0.34	0.5899999737739563	0.1276802908832501	0.70615739	12.85162353515625	3.6513543661105032	0.046875	0.8227571115973742	0.00088704686	0.0039315308	1
CRC-6E090675CEBC8A88	CRC-F3448EDCBCD148CB	1	185	253	183	4	2	0.33	0.2199999988079071	0.0893068735703232	0.66728511	9.090011656991107	5.754581972549522	0.4150197628458498	0.6994535519125683	0.0009007821	0.0040020393	3
CRC-6E691746C51CB988	CRC-B89D59E8118684A3	1	186	511	457	4	4	0.24	0.1599999964237213	0.0273952917203814	0.55890174	6.358799525669643	3.6513543661105032	0.5557729941291585	0.8227571115973742	0.00086472026	0.00394317	2
CRC-6F4DE1B8335852D4	CRC-EC228BD0C9E643F1	1	187	263	307	4	3	0.51	0.4099999964237213	0.1727400847238349	0.73044282	7.611350752101652	10.460797536644952	0.49429657794676807	0.250814332247557	0.00088481867	0.0039626956	1
CRC-6F6A7055D9F33772	CRC-9240342865DBD743	1	188	216	217	4	4	0.36	0.25	0.136666219982709	0.70615739	7.765239574291088	9.642114595334101	0.39351851851851855	0.37327188940092165	0.0009054939	0.004032196	3
CRC-6F6A7055D9F33772	CRC-B2ED164C9F379EDD	1	190	216	140	4	1	0.59	0.6299999952316284	0.2837408859470801	0.80223507	7.765239574291088	12.439418247767858	0.39351851851851855	0.05	0.030209756	0.0041360552	2
CRC-6F6A7055D9F33772	CRC-E204F0B6366C22F2	1	191	216	167	4	2	0.52	0.2399999946355819	0.1885251622089327	0.74006263	7.765239574291088	11.407080370508982	0.39351851851851855	0.08982035928143713	0.0008724839	0.004047989	3
CRC-6F6A7055D9F33772	CRC-EB62EDD59B7A044F	1	192	216	254	4	5	0.35	0.2199999988079071	0.1123548204291494	0.68635536	7.765239574291088	4.733137716458538	0.39351851851851855	0.7480314960629921	0.0016993799	0.003966678	2
CRC-6FCE3615732349E5	CRC-C5CC2DE00FB5D512	1	193	297	105	4	5	0.39	0.1299999952316284	0.0670283437157702	0.63555449	9.22387510357481	2.052836681547619	0.3468013468013468	0.9714285714285714	0.00085943966	0.0039422056	2
CRC-6FCE3615732349E5	CRC-D7A28E168AC9C366	1	194	297	504	4	3	0.57	0.1599999964237213	0.0208181595190469	0.55890174	9.22387510357481	11.483226957775297	0.3468013468013468	0.18055555555555555	0.0058185444	0.0039613876	1
CRC-70ED9F50EA20BF43	CRC-C29F5D3437D267FC	1	195	649	311	4	4	0.41	0.1800000071525573	0.0266569118308911	0.55890174	11.66514439281587	10.654751204217746	0.15870570107858242	0.1607717041800643	0.00086684857	0.0039583053	1
CRC-70F6C604E9E26662	CRC-783F288DAF52C137	1	196	215	325	4	1	0.59	0.1599999964237213	0.0363653127501423	0.63555449	11.08641215479651	10.620721153846153	0.18604651162790697	0.13846153846153847	0.00086182647	0.0039813016	2
CRC-70F6C604E9E26662	CRC-A945866B56ED3B83	1	197	215	468	4	2	0.6	0.1299999952316284	0.0	0.0	11.08641215479651	10.645738128922943	0.18604651162790697	0.20726495726495728	0.00085391256	0.003964983	2
CRC-70F6C604E9E26662	CRC-BACDA0BF3A26FD44	1	198	215	176	4	1	0.46	0.2199999988079071	0.2087442425680539	0.75941223	11.08641215479651	10.89039473100142	0.18604651162790697	0.21022727272727273	0.0008888808	0.0062236194	2
CRC-70F6C604E9E26662	CRC-F49A43CE49A28A0C	1	199	215	228	4	2	0.41	0.1800000071525573	0.0779696679413129	0.66728511	11.08641215479651	10.322727136444627	0.18604651162790697	0.29385964912280704	0.000980791	0.0051888367	3
CRC-7183BF01D2D7D069	CRC-9315CFBBAA0FD3A7	1	200	146	443	4	3	0.48	0.3100000023841858	0.2020474050812427	0.75941223	3.6898377300941783	11.951793524266366	1.0	0.10158013544018059	0.0008499855	0.0039817975	2
CRC-7183BF01D2D7D069	CRC-AB9BC8BFE2850E92	1	201	146	180	4	4	0.19	0.1099999994039535	0.0227418131056355	0.55890174	3.6898377300941783	6.427091471354166	1.0	0.6666666666666666	0.00084963575	0.003965145	3
CRC-7183BF01D2D7D069	CRC-B1163143D1292259	1	202	146	118	4	2	0.21	0.1299999952316284	0.0182588935619795	0.55890174	3.6898377300941783	1.0040309065479343	1.0	1.0	0.0014702387	0.005258749	3
CRC-7183BF01D2D7D069	CRC-B8995E56618DECCB	1	203	146	568	4	3	0.72	0.1299999952316284	0.0204873881136652	0.55890174	3.6898377300941783	11.580169032996809	1.0	0.12147887323943662	0.00084963045	0.0039542597	3
CRC-7183BF01D2D7D069	CRC-C4E47E9313BB47B5	1	204	146	363	4	3	0.24	0.1400000005960464	0.0246134759867823	0.55890174	3.6898377300941783	8.678981644391357	1.0	0.3884297520661157	0.0008510699	0.0039533973	2
CRC-7183BF01D2D7D069	CRC-F949A70588E0C454	1	205	146	399	4	4	0.29	0.2000000029802322	0.0465657487211146	0.63555449	3.6898377300941783	5.416246992603579	1.0	0.6666666666666666	0.0008515343	0.00397384	2
CRC-7183BF01D2D7D069	CRC-FF0EAE8EDC7BCBE9	1	206	146	299	4	3	0.35	0.1400000005960464	0.0277138344310488	0.55890174	3.6898377300941783	11.092932863777696	1.0	0.21739130434782608	0.0008514296	0.003984478	2
CRC-72AB9D98344023B5	CRC-7DA7DCEDDBE82583	1	208	349	183	4	3	0.43	0.1899999976158142	0.0343434636837553	0.63555449	8.705294983434813	11.539273955131488	0.4068767908309456	0.16939890710382513	0.00085056154	0.003941161	1
CRC-72AB9D98344023B5	CRC-AA68A473F7F6BBCC	1	209	349	520	4	3	0.45	0.1400000005960464	0.0182588935619795	0.55890174	8.705294983434813	7.598979891263522	0.4068767908309456	0.4519230769230769	0.000902043	0.0039802887	2
CRC-72B9BFC6DCD15DC5	CRC-E315FD5587776211	1	210	766	297	4	5	0.36	0.2199999988079071	0.2115436265421641	0.75941223	9.134223001744044	13.413963857323232	0.3328981723237598	0.016835016835016835	0.0008523205	0.0039255912	2
CRC-72D3CA33B937F8B7	CRC-B62134DD1BEB636B	1	211	138	291	4	3	0.37	0.1400000005960464	0.0224485327804588	0.55890174	13.317170516304348	7.917206964132302	0.028985507246376812	0.48109965635738833	0.0008742157	0.0039393976	2
CRC-72DE4146ACC40EF6	CRC-C0DA34ED1D015866	1	212	419	161	4	4	0.65	0.1299999952316284	0.1345917278173311	0.70615739	12.567085648493437	11.842991799301242	0.04295942720763723	0.055900621118012424	0.0008697725	0.0039776256	2
CRC-74024098BE295702	CRC-B39AC1F4D619570F	1	213	181	782	4	3	0.64	0.1500000059604644	0.0250698407123319	0.55890174	9.821040200923688	11.031771374480499	0.30939226519337015	0.1918158567774936	0.0010087515	0.0039405525	1
CRC-74F4C8D0EBB56D55	CRC-86B3616504B05B7E	1	214	330	539	4	3	0.32	0.4099999964237213	0.1922235417291556	0.74006263	9.36018436316288	6.820804348239651	0.3787878787878788	0.5417439703153989	0.00092133705	0.003965484	1
CRC-7586DCE8FBD19F6D	CRC-AA5EF76BD8815807	1	218	182	594	4	3	0.42	0.1700000017881393	0.0272963322632488	0.55890174	7.592798589350103	9.183576333402383	0.4835164835164835	0.35185185185185186	0.0009317149	0.0039502936	1
CRC-7586DCE8FBD19F6D	CRC-C14CD8B937A7B6E8	1	219	182	851	4	1	0.36	0.3100000023841858	0.1118001373683885	0.68635536	7.592798589350103	6.295417902192273	0.4835164835164835	0.5804935370152762	0.001035322	0.0039394484	2
CRC-773ED10B5BDD033C	CRC-9464C4F035FEDB98	1	220	243	364	4	3	0.38	0.449999988079071	0.1496298421436897	0.71391784	8.842566972897377	7.483578860104739	0.4156378600823045	0.5192307692307693	0.0014489222	0.005421947	3
CRC-783F288DAF52C137	CRC-A945866B56ED3B83	1	221	325	468	4	2	0.52	0.1500000059604644	0.0	0.0	10.620721153846153	10.645738128922943	0.13846153846153847	0.20726495726495728	0.0008625708	0.00404546	1
CRC-787C15BDB0701258	CRC-F3448EDCBCD148CB	1	222	131	183	4	3	0.36	0.1299999952316284	0.0642878608904353	0.63555449	9.89339161647185	5.754581972549522	0.26717557251908397	0.6994535519125683	0.0009197779	0.003958275	3
CRC-78DCB2729A729C31	CRC-98EE9E396D5636C2	1	223	288	148	4	2	0.44	0.1700000017881393	0.0521654850145204	0.63555449	11.10915798611111	10.392837112014359	0.2638888888888889	0.28378378378378377	0.00090618525	0.0040098513	3
CRC-78DCB2729A729C31	CRC-C0961E2BE50B24DF	1	224	288	723	4	3	0.56	0.1400000005960464	0.0229253198614439	0.55890174	11.10915798611111	10.833014017318789	0.2638888888888889	0.1673582295988935	0.00092677947	0.003936983	2
CRC-7B58685CA759D424	CRC-9315CFBBAA0FD3A7	1	225	309	443	4	3	0.39	0.1400000005960464	0.0970021355680916	0.66728511	7.1831269989507485	11.951793524266366	0.49514563106796117	0.10158013544018059	0.00086320844	0.0039631412	1
CRC-7D1E8A66C56516F8	CRC-B5D235E01F1FE467	1	226	498	507	4	2	0.32	0.1099999994039535	0.0	0.0	11.06714982488548	9.012719389484714	0.09437751004016064	0.28007889546351084	0.0011205983	0.003947596	1
CRC-7D1E8A66C56516F8	CRC-C559BBBACCE32DCB	1	227	498	400	4	5	0.25	0.1099999994039535	0.0	0.0	11.06714982488548	9.917392120361328	0.09437751004016064	0.2875	0.0014939777	0.0039407755	1
CRC-7D1E8A66C56516F8	CRC-D8632FFAAA162587	1	228	498	347	4	5	0.27	0.1099999994039535	0.0	0.0	11.06714982488548	8.25620148848388	0.09437751004016064	0.3976945244956772	0.0018439594	0.003931142	1
CRC-7DEB2A8B9D989632	CRC-EC4F402937B616DF	1	230	116	932	4	4	0.41	0.2300000041723251	0.0184027837633728	0.55890174	12.871211610991379	9.671600210820145	0.11206896551724138	0.30472103004291845	0.0008861008	0.0039324234	2
CRC-7F26BEDE9218CEF0	CRC-9315CFBBAA0FD3A7	1	231	198	443	4	5	0.44	0.1299999952316284	0.1288529321924331	0.70615739	8.079958058366872	11.951793524266366	0.4595959595959596	0.10158013544018059	0.00086191023	0.0040201466	1
CRC-7F26BEDE9218CEF0	CRC-C9EFF517C76A565D	1	232	198	288	4	4	0.39	0.0799999982118606	0.0	0.0	8.079958058366872	8.009089152018229	0.4595959595959596	0.3993055555555556	0.00088382023	0.003934456	1
CRC-7F3CC1B963D9006A	CRC-90122F32C34F16AE	1	233	211	224	4	3	0.59	0.3799999952316284	0.0926181176047297	0.66728511	10.933795079235782	11.995989118303571	0.15639810426540285	0.03571428571428571	0.0008668334	0.0044507473	2
CRC-7F3CC1B963D9006A	CRC-9240342865DBD743	1	234	211	217	4	4	0.51	0.3100000023841858	0.1235160437738338	0.70615739	10.933795079235782	9.642114595334101	0.15639810426540285	0.37327188940092165	0.07172976	0.027714275	2
CRC-7F3CC1B963D9006A	CRC-F49A43CE49A28A0C	1	235	211	228	4	4	0.45	0.2199999988079071	0.1298778282951334	0.70615739	10.933795079235782	10.322727136444627	0.15639810426540285	0.29385964912280704	0.0011772352	0.0044903154	2
CRC-807BDCE0D18191F2	CRC-C26A21E33C60AA78	1	237	463	197	4	1	0.51	0.2300000041723251	0.0946461884540629	0.66728511	9.025517441026594	10.310864133883248	0.32181425485961124	0.23857868020304568	0.000876061	0.005415787	2
